yearRegister,gender,majorityStatus,isForcedLabour,isSexualExploit,UN_COO_Region,UN_COE_Region,IP_Exploiter,IP_Gender,IP_ageBroad,IP_citizen_UNRegion,IP_Relation,IP_PayMoney,IP_RecruiterBroker,IP_TransactionProcess,IP_ControlAbuseKidnap,0--29,30--38,39--47,48+,Unknown,Africa,Americas/Oceania,Asia,Europe,Unknown,FamilyIntimatePartner,FriendAcquaintance,StrangerUnknownOther,Unknown
2014-2018,Unknown,Adult,0,0,Unknown,Unknown,0,Female,Unknown,Asia,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
2014-2018,Unknown,Adult,0,0,Unknown,Africa,0,Male,Unknown,Africa,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,0,0,Unknown,Africa,1,Unknown,Unknown,Africa,FriendAcquaintance,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Unknown,Africa,1,Male,Unknown,Africa,FriendAcquaintance,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Unknown,Asia,0,Female,Unknown,Asia,FamilyIntimatePartner,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2014-2018,Unknown,Adult,0,0,Unknown,Asia,0,Female,Unknown,Asia,FamilyIntimatePartner,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2014-2018,Unknown,Adult,0,0,Unknown,Asia,1,Male,Unknown,Asia,FriendAcquaintance,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Unknown,Europe,0,Female,Unknown,Africa,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,0,0,Unknown,Europe,0,Female,Unknown,Africa,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,0,0,Unknown,Europe,0,Female,Unknown,Africa,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,0,0,Unknown,Europe,0,Female;Male,Unknown,Europe,FamilyIntimatePartner,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2014-2018,Unknown,Adult,0,0,Africa,Unknown,0,Male,Unknown,Africa,FriendAcquaintance,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Africa,Africa,0,Unknown,Unknown,Africa,FriendAcquaintance,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Africa,Africa,0,Male,Unknown,Unknown,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2014-2018,Unknown,Adult,0,0,Africa,Africa,0,Male,39--47,Unknown,StrangerUnknownOther,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Africa,Africa,0,Male,30--38,Unknown,StrangerUnknownOther,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Africa,Africa,0,Female,Unknown,Africa,Unknown,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,0,0,Asia,Unknown,0,Male,Unknown,Europe,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Asia,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Asia,Africa,1,Male,Unknown,Unknown,StrangerUnknownOther,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Asia,Asia,0,Unknown,Unknown,Asia,FriendAcquaintance,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,0,Asia,Europe,1,Female,Unknown,Unknown,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Asia,Europe,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,0,Europe,Unknown,0,Unknown,Unknown,Europe,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2014-2018,Unknown,Adult,0,0,Europe,Unknown,0,Male,39--47,Europe,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,0,Europe,Unknown,0,Female,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
2014-2018,Unknown,Adult,0,0,Europe,Asia,0,Male,Unknown,Unknown,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2014-2018,Unknown,Adult,0,0,Europe,Asia,1,Unknown,Unknown,Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,0,Europe,Asia,1,Unknown,Unknown,Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,0,Europe,Asia,1,Unknown,Unknown,Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,0,Europe,Asia,1,Unknown,Unknown,Europe,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2014-2018,Unknown,Adult,0,1,Unknown,Unknown,0,Male,30--38,Unknown,StrangerUnknownOther,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,1,Unknown,Africa,1,Unknown,Unknown,Africa,FriendAcquaintance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,1,Unknown,Africa,1,Male,Unknown,Africa,FriendAcquaintance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,0,1,Unknown,Africa,1,Female,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Unknown,Adult,0,1,Unknown,Europe,0,Male,Unknown,Unknown,FriendAcquaintance,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2014-2018,Unknown,Adult,0,1,Africa,Africa,0,Female,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,0,1,Africa,Africa,1,Unknown,Unknown,Africa,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,0,1,Africa,Africa,1,Male,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,1,Africa,Africa,1,Male,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,1,Africa,Africa,1,Male,Unknown,Africa,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,0,1,Asia,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,1,Asia,Europe,0,Female,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,0,1,Asia,Europe,1,Unknown,Unknown,Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,1,Europe,Unknown,0,Male,Unknown,Asia;Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2014-2018,Unknown,Adult,0,1,Europe,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,0,1,Europe,Europe,1,Male,Unknown,Unknown,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Unknown,1,Male,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Africa,0,Unknown,30--38,Unknown,StrangerUnknownOther,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,1,0,Unknown,Africa,0,Unknown,30--38,Africa,StrangerUnknownOther,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,1,0,Unknown,Africa,0,Unknown,30--38,Africa,StrangerUnknownOther,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,1,0,Unknown,Africa,0,Female,Unknown,Africa,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Unknown,Adult,1,0,Unknown,Asia,0,Unknown,Unknown,Unknown,FriendAcquaintance,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Asia,0,Unknown,Unknown,Europe,Unknown,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Adult,1,0,Unknown,Europe,0,Male,Unknown,Asia,FriendAcquaintance,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Europe,0,Male,Unknown,Asia,FriendAcquaintance,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Europe,0,Male,Unknown,Asia,FriendAcquaintance,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Unknown,Adult,1,0,Unknown,Europe,1,Unknown,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Unknown,Adult,1,0,Africa,Unknown,0,Unknown,Unknown,Africa,Unknown,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,1,0,Africa,Unknown,0,Male,30--38,Africa,FriendAcquaintance,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2014-2018,Unknown,Adult,1,0,Africa,Africa,0,Unknown,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,1,0,Africa,Africa,0,Unknown,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,1,0,Africa,Africa,0,Unknown,Unknown,Africa,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2014-2018,Unknown,Adult,1,0,Asia,Unknown,1,Male,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,1,0,Asia,Unknown,1,Male,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,1,0,Asia,Asia,0,Unknown,Unknown,Asia,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2014-2018,Unknown,Adult,1,0,Asia,Asia,0,Unknown,Unknown,Asia,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2014-2018,Unknown,Adult,1,0,Asia,Asia,0,Male,Unknown,Unknown,StrangerUnknownOther,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Unknown,Adult,1,0,Asia,Europe,1,Male,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,1,0,Europe,Europe,0,Male,39--47,Unknown,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2014-2018,Unknown,Adult,1,1,Unknown,Africa,0,Female,Unknown,Africa,Unknown,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Adult,1,1,Unknown,Africa,0,Female,Unknown,Africa,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Minor,0,0,Unknown,Unknown,1,Male,Unknown,Unknown,FriendAcquaintance;StrangerUnknownOther,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
2014-2018,Unknown,Minor,0,1,Europe,Unknown,1,Male,Unknown,Europe,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Unknown,Minor,1,0,Unknown,Unknown,0,Male,Unknown,Asia,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2014-2018,Unknown,Minor,1,0,Unknown,Unknown,1,Unknown,Unknown,Asia,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2014-2018,Unknown,Minor,1,0,Africa,Unknown,1,Female,Unknown,Africa,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Minor,1,0,Africa,Unknown,1,Female,Unknown,Africa,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Unknown,Minor,1,0,Europe,Unknown,1,Male,Unknown,Europe,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Unknown,0,0,Africa,Unknown,0,Female;Male,Unknown,Unknown,FriendAcquaintance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2014-2018,Female,Unknown,0,0,Africa,Africa,0,Male,39--47,Africa,StrangerUnknownOther,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2014-2018,Female,Unknown,0,0,Africa,Africa,0,Female,30--38,Unknown,StrangerUnknownOther,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Unknown,0,0,Asia,Unknown,1,Female;Male,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Unknown,0,0,Asia,Asia,1,Female;Male,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Unknown,0,0,Europe,Europe,1,Unknown,Unknown,Europe,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Unknown,0,0,Europe,Europe,1,Male,Unknown,Europe,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Unknown,0,0,Europe,Europe,1,Male,Unknown,Europe,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2014-2018,Female,Unknown,0,1,Unknown,Unknown,1,Female,Unknown,Asia,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2014-2018,Female,Unknown,0,1,Unknown,Unknown,1,Female,Unknown,Asia,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2014-2018,Female,Unknown,0,1,Unknown,Asia,0,Male,Unknown,Asia,FriendAcquaintance,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Female,Unknown,0,1,Unknown,Asia,0,Male,Unknown,Asia,FriendAcquaintance,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2014-2018,Female,Unknown,0,1,Unknown,Asia,0,Female;Male,Unknown,Asia,Unknown,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Africa,Unknown,0,Unknown,Unknown,Africa,StrangerUnknownOther,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-2018,Female,Unknown,0,1,Asia,Asia,0,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Asia,Asia,0,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Asia,Asia,0,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Asia,Asia,1,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Europe,Europe,0,Male,Unknown,Europe,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Unknown,0,1,Europe,Europe,0,Male,Unknown,Europe,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Unknown,1,0,Unknown,Unknown,0,Unknown,Unknown,Africa;Asia,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
2014-2018,Female,Unknown,1,0,Unknown,Unknown,0,Unknown,Unknown,Africa;Asia,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
2014-2018,Female,Unknown,1,0,Unknown,Unknown,0,Unknown,Unknown,Africa;Asia,StrangerUnknownOther,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
2014-2018,Female,Unknown,1,0,Africa,Unknown,1,Female,Unknown,Africa,Unknown,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Unknown,1,0,Asia,Asia,0,Female,Unknown,Asia,Unknown,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Unknown,1,1,Unknown,Unknown,1,Female,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Unknown,1,1,Unknown,Europe,1,Unknown,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Unknown,1,1,Unknown,Europe,1,Male,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Unknown,1,1,Unknown,Europe,1,Male,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Unknown,0,Male,Unknown,Africa,Unknown,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Unknown,0,Male,39--47,Unknown,StrangerUnknownOther,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Unknown,Unknown,0,Female,39--47,Unknown,StrangerUnknownOther,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Unknown,Unknown,1,Unknown,Unknown,Africa,Unknown,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Unknown,1,Male,Unknown,Africa,Unknown,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Africa,0,Male,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Unknown,Asia,0,Unknown,Unknown,Europe,StrangerUnknownOther,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2014-2018,Female,Adult,0,0,Unknown,Asia,0,Unknown,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Asia,0,Female;Male,Unknown,Unknown,FamilyIntimatePartner,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Unknown,Asia,1,Female,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Unknown,Asia,1,Female,Unknown,Unknown,FamilyIntimatePartner,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Unknown,Europe,1,Male,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Europe,1,Male,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Europe,1,Male,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Unknown,Europe,1,Female,Unknown,Unknown,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Africa,Unknown,0,Unknown,39--47,Unknown,StrangerUnknownOther,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Unknown,0,Unknown,30--38,Africa,Unknown,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Unknown,0,Female,Unknown,Africa,Unknown,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Unknown,0,Female,Unknown,Africa,Unknown,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,Unknown,Africa,FamilyIntimatePartner,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,30--38,Unknown,Unknown,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,30--38,Unknown,StrangerUnknownOther,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,30--38,Africa,Unknown,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,30--38,Africa,Unknown,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Africa,0,Unknown,0--29,Unknown,FriendAcquaintance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Male,Unknown,Unknown,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Male,39--47,Unknown,StrangerUnknownOther,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Female,Unknown,Unknown,StrangerUnknownOther,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Africa,0,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Asia,0,Unknown,Unknown,Asia,Unknown,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,0,Unknown,Unknown,Asia,Unknown,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,0,Male,Unknown,Asia,Unknown,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,0,Male,Unknown,Asia,Unknown,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,1,Unknown,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Africa,Asia,1,Unknown,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,1,Unknown,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Africa,Asia,1,Unknown,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Unknown,1,Male,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Asia,Unknown,1,Female,Unknown,Unknown,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2014-2018,Female,Adult,0,0,Asia,Africa,1,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Africa,1,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Asia,0,Unknown,Unknown,Asia,Unknown,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Asia,1,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Asia,1,Male,Unknown,Asia,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2014-2018,Female,Adult,0,0,Asia,Europe,1,Female,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2014-2018,Female,Adult,0,0,Europe,Europe,0,Female,Unknown,Europe,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014-2018,Female,Adult,0,1,Unknown,Unknown,1,Female,Unknown,Europe,FamilyIntimatePartner,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2014-2018,Female,Adult,0,1,Unknown,Africa,0,Male,Unknown,Asia,StrangerUnknownOther,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
